Event ,County ,District ,Division ,Date ,Place,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Victims ,Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Damages in roads Mts ,Comments,Responder: military ,Responder: police ,Responder: Red Cross ,Responder: MOSP ,Responder: Nairobi Fire Brigade ,Responder: KPLC ,Responder: UNICEF ,Responder: Saint John Ambulance ,Responder: IRC ,Other Responders ,House: Iron Sheet ,House: Wooden ,House: Mud ,House: Grass Thatched ,House: Tent ,Coordinate Info,County_GIS,Constituency_GIS,County Centriod
EPIDEMIC,GARISSA,GARISSA,CENTRAL GARISSA,01/01/2009 12:00:00 AM,Garissa,1,,,,,,,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.461586819, 39.75534704)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
DROUGHT,GARISSA,GARISSA,CENTRAL GARISSA,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.461586819, 39.75534704)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
DROUGHT,GARISSA,GARISSA,CENTRAL GARISSA,01/08/2009 12:00:00 AM,Garissa,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.461586819, 39.75534704)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,07/08/2009 12:00:00 AM,,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
FLOOD,GARISSA,GARISSA,CENTRAL GARISSA,04/18/2013 12:00:00 AM,Garissa,,,,,,,32000,,10,0,0,,yes,,0,,"65 farms were marooned by floods, 10 people were rescued by a helicopter.",NA,NA,NA,NA,NA,NA,NA,NA,NA,KWS,NA,NA,NA,NA,NA,"(-0.461586819, 39.75534704)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
EPIDEMIC,ISIOLO,ISIOLO,CENTRAL ISIOLO,04/01/2010 12:00:00 AM,Isiolo,,,,,,,99,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.547115722, 37.78850934)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
EPIDEMIC,ISIOLO,ISIOLO,CENTRAL ISIOLO,01/01/2009 12:00:00 AM,Isiolo,12,,,,,,23,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.547115722, 37.78850934)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
DROUGHT,ISIOLO,ISIOLO,CENTRAL ISIOLO,01/03/2011 12:00:00 AM,,,,,,,,86773,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.547115722, 37.78850934)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
DROUGHT,ISIOLO,ISIOLO,CENTRAL ISIOLO,01/08/2009 12:00:00 AM,Isiolo,,,,,,,89700,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.547115722, 37.78850934)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
FLASH FLOOD,ISIOLO,ISIOLO,CENTRAL ISIOLO,10/27/2006 12:00:00 AM,Central Division,4,2,,355,,,10000,,1775,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.547115722, 37.78850934)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
FLOOD,ISIOLO,ISIOLO,CENTRAL ISIOLO,10/26/2006 12:00:00 AM,Isiolo Town,3,,,,354,,1541,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.547115722, 37.78850934)",ISIOLO,ISIOLO NORTH,"(1.01044307753, 38.54215312060)"
FLOOD,KAJIADO,KAJIADO,CENTRAL KAJIADO,03/03/2010 12:00:00 AM,River Isinya,2,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.873096007, 36.66260124)",KAJIADO,KAJIADO CENTRAL,"(-2.12138357786, 36.90884219300)"
EPIDEMIC,KAJIADO,KAJIADO,CENTRAL KAJIADO,01/01/2009 12:00:00 AM,Kajiado,2,,,,,,7,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.873096007, 36.66260124)",KAJIADO,KAJIADO CENTRAL,"(-2.12138357786, 36.90884219300)"
DROUGHT,KAJIADO,KAJIADO,CENTRAL KAJIADO,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.873096007, 36.66260124)",KAJIADO,KAJIADO CENTRAL,"(-2.12138357786, 36.90884219300)"
FLOOD,KAJIADO,KAJIADO,CENTRAL KAJIADO,01/03/2012 12:00:00 AM,Kitengela,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.873096007, 36.66260124)",KAJIADO,KAJIADO CENTRAL,"(-2.12138357786, 36.90884219300)"
FLOOD,KAJIADO,KAJIADO,CENTRAL KAJIADO,01/07/2010 12:00:00 AM,Kitengela,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOK, AMIRAN",NA,NA,NA,NA,NA,"(-1.873096007, 36.66260124)",KAJIADO,KAJIADO CENTRAL,"(-2.12138357786, 36.90884219300)"
FLOOD,KAJIADO,KAJIADO,CENTRAL KAJIADO,01/04/2013 12:00:00 AM,Ole polos river,1,,,,,,,,,0,0,,yes,,0,,The deceased bodyn trace 500 metres away.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.873096007, 36.66260124)",KAJIADO,KAJIADO CENTRAL,"(-2.12138357786, 36.90884219300)"
DROUGHT,KIRINYAGA,KIRINYAGA,CENTRAL KIRINYAGA,01/03/2011 12:00:00 AM,,,,,,,,22671,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.511982367, 37.30372319)",KIRINYAGA,GICHUGU,"(-0.52474629622, 37.31986810930)"
DROUGHT,KIRINYAGA,KIRINYAGA,CENTRAL KIRINYAGA,08/03/2009 12:00:00 AM,,,,,,,,164023,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.511982367, 37.30372319)",KIRINYAGA,GICHUGU,"(-0.52474629622, 37.31986810930)"
FLOOD,KIRINYAGA,KIRINYAGA,CENTRAL KIRINYAGA,05/14/2002 12:00:00 AM,Kerugoya,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.511982367, 37.30372319)",KIRINYAGA,GICHUGU,"(-0.52474629622, 37.31986810930)"
EXTREME RAINS,KIRINYAGA,KIRINYAGA,CENTRAL KIRINYAGA,06/30/2012 12:00:00 AM,Kirinyaga central,,,,,,2621,,,,0,0,,yes,,0,,"Amount of food required maize-2500,beans-600 and oil-275.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.511982367, 37.30372319)",KIRINYAGA,GICHUGU,"(-0.52474629622, 37.31986810930)"
EXTREME RAINS,KIRINYAGA,KIRINYAGA,CENTRAL KIRINYAGA,06/30/2012 12:00:00 AM,Kirinyaga east,,,,,,9550,,,,0,0,,yes,,0,,"Amount of food required maize-4000,beans-2500 and oil-28830.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.511982367, 37.30372319)",KIRINYAGA,GICHUGU,"(-0.52474629622, 37.31986810930)"
EXTREME RAINS,KIRINYAGA,KIRINYAGA,CENTRAL KIRINYAGA,06/30/2012 12:00:00 AM,Kirinyaga west,,,,,,970,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.511982367, 37.30372319)",KIRINYAGA,GICHUGU,"(-0.52474629622, 37.31986810930)"
DROUGHT,KITUI,KITUI,CENTRAL KITUI,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.406435397, 38.02224537)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FOREST FIRE,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,03/24/2009 12:00:00 AM,Lariak forest,,,,,,,,,,0,,,,100,0,,Indigenous forest burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
FLOOD,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,04/01/2010 12:00:00 AM,Nabor,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
FLOOD,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,04/01/2010 12:00:00 AM,"Laikipia North, Mukogodo",1,,,,,,5,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
FOREST FIRE,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,03/25/2009 12:00:00 AM,Shamanek,,,,,,,,,,0,0,,,,0,,Indigenous forest burned down,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
FOREST FIRE,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,03/25/2009 12:00:00 AM,South Marmanet Forest,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
DROUGHT,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
FLOOD,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,05/14/2002 12:00:00 AM,Nanyuki,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
FLOOD,LAIKIPIA,LAIKIPIA WEST,CENTRAL LAIKIPIA,04/25/2010 12:00:00 AM,Timau,,,,10,20,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(0.243690128, 37.03386879)",LAIKIPIA,LAIKIPIA NORTH,"(0.32360412250, 36.77172785880)"
EPIDEMIC,MACHAKOS,MACHAKOS,CENTRAL MACHAKOS,01/01/2009 12:00:00 AM,Machakos,6,,,,,,6,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.568572799, 37.22053819)",MACHAKOS,YATTA,"(-1.27951230656, 37.41267603290)"
PLAGUE,MANDERA,MANDERA,CENTRAL MANDERA,12/18/2007 12:00:00 AM,Neboi,,,,,,,,,,0,0,,,,0,,The swarm of locusts were actively feeding on vegetation,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,01/08/2009 12:00:00 AM,Barwako - Adiba village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,01/08/2009 12:00:00 AM,Shashafey village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,04/26/2009 12:00:00 AM,Bulla Mpya - Orehe village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,04/26/2009 12:00:00 AM,Bulla Jamuhuria - Bulla Power Village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,04/26/2009 12:00:00 AM,"Matisi, Bakolow, Marothile Village",,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,04/26/2009 12:00:00 AM,"Mpya, Bulla Mpya Village",,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MANDERA,MANDERA,CENTRAL MANDERA,04/26/2009 12:00:00 AM,Border Point One - Bulla Jamuria Village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,CENTRAL MANDERA,07/11/2008 12:00:00 AM,,,,,,,,1200,,,0,0,,,1550,0,,1200 families affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
FLOOD,MANDERA,MANDERA,CENTRAL MANDERA,07/10/2006 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,Some manyattas were washed away,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
EPIDEMIC,MANDERA,MANDERA,CENTRAL MANDERA,01/02/2008 12:00:00 AM,,1,105,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.885639188, 41.81483496)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
DROUGHT,MARSABIT,MARSABIT,CENTRAL MARSABIT,01/03/2011 12:00:00 AM,,,,,,,,46134,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MARSABIT,CENTRAL MARSABIT,03/30/2013 12:00:00 AM,Marsabit,3,,1,,,,,,,0,0,,yes,,0,,"Abdi Adan, Roba Korosa & Jane Jira confirmed dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(2.369810698, 37.95151854)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
EPIDEMIC,MARSABIT,MOYALE,CENTRAL MOYALE,01/01/2009 12:00:00 AM,Moyale,10,,,,,,19,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
DROUGHT,MARSABIT,MOYALE,CENTRAL MOYALE,01/03/2011 12:00:00 AM,,,,,,,,48324,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
DROUGHT,MARSABIT,MOYALE,CENTRAL MOYALE,01/08/2009 12:00:00 AM,Moyale,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,CENTRAL MOYALE,09/03/2010 12:00:00 AM,Dori village,,,,,,,66,,,0,0,,,,,,Heavy rains blew off roof tops at Anone Primary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
FLOOD,MARSABIT,MOYALE,CENTRAL MOYALE,10/27/2006 12:00:00 AM,Moyale,,,,,,,9000,,,0,0,,,,0,,The main road from Nairobi and Moyale was rendered impassable,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.398343693, 39.02927685)",MARSABIT,NORTH HORR,"(2.97865878652, 37.56953610880)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,09/03/2011 12:00:00 AM,,,,,,,,130000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,KITUI,MWINGI,CENTRAL MWINGI,05/13/2010 12:00:00 AM,,,,,,,,24,,,0,0,,,,0,,The water level of river Tana around Mwingi raised marooning 24 people who were conducting farming activities on the islands in the area,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,MUMBUNI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,NZELUNI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,KAVUVWANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,KYETHANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,KIOMO,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,KIUSYANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
DROUGHT,KITUI,MWINGI,CENTRAL MWINGI,01/05/2010 12:00:00 AM,KASTEN,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.924310518, 38.06149502)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,NAIROBI,NAIROBI,CENTRAL NAIROBI,12/23/2009 12:00:00 AM,Nairobi,4,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,10/24/2009 12:00:00 AM,Starehe,,,,,,,12,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,07/29/2009 12:00:00 AM,,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,07/30/2009 12:00:00 AM,,,,,,,,1,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,07/31/2009 12:00:00 AM,,,,,,,,3,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,03/08/2009 12:00:00 AM,,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
DROUGHT,MURANG'A,MURANGA,KIHARU,08/03/2009 12:00:00 AM,,,,,,,,76049,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.69627556, 37.14219506)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,08/08/2009 12:00:00 AM,,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,11/08/2009 12:00:00 AM,,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,12/08/2009 12:00:00 AM,,,,,,,,2,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,08/13/2009 12:00:00 AM,,,,,,,,2,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,08/14/2009 12:00:00 AM,,,,,,,,4,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,08/15/2009 12:00:00 AM,,,,,,,,3,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
EPIDEMIC,NAIROBI,NAIROBI,CENTRAL NAIROBI,08/17/2009 12:00:00 AM,,,,,,,,1,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.267622133, 36.84605137)",NAIROBI,KAMUKUNJI,"(-1.29341347028, 36.86818926820)"
